customer_id,signup_date,signup_month,plan,monthly_charges,region,acquisition_channel,age_group,avg_sessions_per_week,courses_completed,support_tickets,used_mobile_app,autopay_enabled,tenure_months,churned,churn_reason,lifetime_value
CUST02338,2025-04-29,2025-04,Standard,19.97,North America,Organic Search,18-24,1.0,5,0,1,1,14.060446780551905,0,Still Active,280.79
CUST02339,2026-01-25,2026-01,Basic,9.54,Europe,Paid Ads,25-34,9.6,1,1,0,1,5.157687253613666,0,Still Active,49.2
CUST02340,2025-11-28,2025-11,Basic,9.65,Asia Pacific,Paid Ads,55+,4.6,3,1,1,1,7.063074901445466,0,Still Active,68.16
CUST02341,2024-08-31,2024-08,Basic,9.85,Europe,Paid Ads,18-24,2.0,3,0,0,1,21.97766097240473,0,Still Active,216.48
CUST02342,2025-03-27,2025-03,Premium,39.28,North America,Organic Search,45-54,3.1,1,0,1,1,15.1,0,Still Active,593.13
CUST02343,2026-02-18,2026-02,Premium,39.02,Asia Pacific,Organic Search,25-34,1.4,1,1,1,1,4.369250985545335,0,Still Active,170.49
CUST02344,2026-04-26,2026-04,Basic,9.58,North America,Paid Ads,25-34,3.3,4,0,1,0,2.1681997371879107,0,Still Active,20.77
CUST02345,2026-06-25,2026-06,Standard,19.2,North America,Referral,18-24,4.3,3,0,1,1,0.5,0,Still Active,9.6
CUST02346,2025-01-22,2025-01,Standard,19.96,Europe,Referral,18-24,5.2,2,2,1,1,17.2,0,Still Active,343.31
CUST02347,2026-04-20,2026-04,Standard,19.1,Asia Pacific,Paid Ads,25-34,2.8,1,0,0,0,2.3653088042049935,0,Still Active,45.18
CUST02348,2025-05-29,2025-05,Basic,9.86,Europe,Referral,18-24,0.7,3,0,0,1,7.9,1,Not Enough Content Use,77.89
CUST02349,2025-05-23,2025-05,Basic,9.49,Europe,Referral,25-34,4.6,1,2,1,1,13.272010512483574,0,Still Active,125.95
CUST02350,2024-08-26,2024-08,Basic,9.55,North America,Paid Ads,18-24,3.1,1,2,0,1,6.1,1,Too Expensive,58.26
CUST02351,2024-12-01,2024-12,Premium,39.7,Europe,Organic Search,35-44,1.1,3,0,1,1,18.95532194480946,0,Still Active,752.53
CUST02352,2026-02-22,2026-02,Standard,19.3,North America,Paid Ads,45-54,1.1,1,2,1,1,4.2,0,Still Active,81.06
CUST02353,2025-03-23,2025-03,Standard,19.98,Latin America,Paid Ads,45-54,5.0,3,1,1,0,15.275952693823916,0,Still Active,305.21
CUST02354,2025-12-08,2025-12,Premium,39.45,Asia Pacific,Organic Search,35-44,1.4,4,3,0,0,3.1,1,No Longer Needed,122.3
CUST02355,2025-10-09,2025-10,Standard,19.36,Europe,Partnership,55+,3.3,2,1,0,1,8.7,0,Still Active,168.43
CUST02356,2025-01-11,2025-01,Premium,38.84,Europe,Paid Ads,18-24,5.1,2,1,0,1,17.6,0,Still Active,683.58
CUST02357,2025-10-22,2025-10,Standard,19.23,Asia Pacific,Referral,18-24,2.5,2,1,1,1,8.278580814717477,0,Still Active,159.2
CUST02358,2025-09-16,2025-09,Basic,9.9,Europe,Paid Ads,25-34,3.3,2,1,0,1,9.461235216819974,0,Still Active,93.67
CUST02359,2026-01-19,2026-01,Premium,38.01,North America,Organic Search,45-54,1.6,3,2,1,1,5.354796320630749,0,Still Active,203.54
CUST02360,2026-03-29,2026-03,Standard,19.23,North America,Organic Search,45-54,3.4,4,0,1,0,3.088042049934297,0,Still Active,59.38
CUST02361,2026-03-14,2026-03,Basic,9.93,Europe,Referral,35-44,2.3,2,0,1,1,3.5808147174770038,0,Still Active,35.56
CUST02362,2025-07-31,2025-07,Basic,9.98,Latin America,Organic Search,25-34,0.8,3,1,0,0,11.0,0,Still Active,109.78
CUST02363,2025-11-06,2025-11,Basic,9.71,North America,Organic Search,35-44,0.3,3,1,1,1,7.7858081471747695,0,Still Active,75.6
CUST02364,2025-06-16,2025-06,Standard,19.82,North America,Partnership,25-34,3.8,1,0,0,1,12.483574244415243,0,Still Active,247.42
CUST02365,2025-04-22,2025-04,Premium,39.62,Europe,Paid Ads,25-34,4.5,5,1,1,0,14.290407358738502,0,Still Active,566.19
CUST02366,2025-03-06,2025-03,Premium,39.53,Asia Pacific,Organic Search,35-44,1.9,3,0,0,1,15.8,0,Still Active,624.57
CUST02367,2026-06-07,2026-06,Premium,39.67,North America,Paid Ads,18-24,1.0,4,0,1,1,0.7884362680683311,0,Still Active,31.28
CUST02368,2024-09-17,2024-09,Basic,9.96,North America,Referral,18-24,2.0,0,2,0,1,21.4,0,Still Active,213.14
CUST02369,2026-03-07,2026-03,Basic,9.52,Europe,Paid Ads,45-54,4.9,3,0,1,1,3.8,0,Still Active,36.18
CUST02370,2025-03-07,2025-03,Basic,9.67,Europe,Organic Search,35-44,2.2,4,0,1,0,15.8,0,Still Active,152.79
CUST02371,2025-06-05,2025-06,Premium,39.39,North America,Paid Ads,25-34,2.7,0,0,1,0,12.8,0,Still Active,504.19
CUST02372,2025-01-11,2025-01,Basic,9.59,North America,Organic Search,25-34,2.0,4,0,0,0,17.6,0,Still Active,168.78
CUST02373,2026-04-14,2026-04,Standard,19.52,Europe,Referral,55+,1.4,1,1,1,1,0.5,1,Found Alternative,9.76
CUST02374,2024-11-29,2024-11,Standard,19.61,Europe,Referral,25-34,2.4,3,2,1,1,19.0,0,Still Active,372.59
CUST02375,2026-01-10,2026-01,Basic,9.57,Latin America,Organic Search,18-24,3.2,3,0,1,1,5.650459921156373,0,Still Active,54.07
CUST02376,2026-06-20,2026-06,Basic,9.83,Europe,Organic Search,25-34,2.8,1,0,1,1,0.5,0,Still Active,4.92
CUST02377,2026-02-24,2026-02,Premium,38.07,North America,Paid Ads,35-44,7.0,4,1,0,1,4.1721419185282524,0,Still Active,158.83
CUST02378,2024-11-01,2024-11,Premium,38.05,Europe,Referral,18-24,3.4,4,1,0,0,19.9,0,Still Active,757.2
CUST02379,2026-04-01,2026-04,Basic,9.86,Europe,Organic Search,25-34,4.6,1,0,0,1,2.9894875164257555,0,Still Active,29.48
CUST02380,2024-09-17,2024-09,Standard,19.64,North America,Organic Search,25-34,1.5,0,0,0,1,21.4,0,Still Active,420.3
CUST02381,2025-01-05,2025-01,Premium,39.52,Latin America,Partnership,25-34,2.0,3,0,1,0,17.8,0,Still Active,703.46
CUST02382,2025-01-16,2025-01,Basic,9.5,Asia Pacific,Organic Search,25-34,1.1,0,0,0,1,17.4,0,Still Active,165.3
CUST02383,2024-09-12,2024-09,Basic,9.53,North America,Partnership,35-44,2.2,4,0,0,1,21.583442838370566,0,Still Active,205.69
CUST02384,2025-04-11,2025-04,Basic,9.64,North America,Organic Search,55+,1.2,5,0,1,1,14.651773981603153,0,Still Active,141.24
CUST02385,2025-06-07,2025-06,Standard,19.09,North America,Organic Search,55+,6.3,5,1,1,1,12.779237844940866,0,Still Active,243.96
CUST02386,2024-08-29,2024-08,Basic,9.66,North America,Paid Ads,35-44,1.7,1,1,1,0,22.0,0,Still Active,212.52
CUST02387,2026-05-20,2026-05,Basic,9.77,Europe,Organic Search,35-44,3.1,0,1,0,1,1.3797634691195795,0,Still Active,13.48
CUST02388,2025-10-21,2025-10,Basic,9.77,Europe,Organic Search,45-54,0.2,1,0,1,1,8.3,0,Still Active,81.09
CUST02389,2026-02-22,2026-02,Standard,19.08,Latin America,Organic Search,45-54,7.3,0,0,0,1,4.2,0,Still Active,80.14
CUST02390,2026-05-03,2026-05,Premium,38.13,North America,Partnership,45-54,1.6,2,1,1,0,1.9,0,Still Active,72.45
CUST02391,2024-09-07,2024-09,Premium,38.08,Europe,Paid Ads,25-34,3.0,3,2,1,1,21.7,0,Still Active,826.34
CUST02392,2025-03-22,2025-03,Premium,39.75,Asia Pacific,Referral,18-24,2.2,3,0,1,1,15.3,0,Still Active,608.18
CUST02393,2025-09-18,2025-09,Standard,19.75,Europe,Referral,55+,1.3,3,0,1,0,9.395532194480946,0,Still Active,185.56
CUST02394,2025-01-31,2025-01,Basic,9.9,North America,Referral,55+,2.4,1,1,0,1,16.95137976346912,0,Still Active,167.82
CUST02395,2025-03-22,2025-03,Basic,9.5,North America,Referral,35-44,1.2,2,0,0,1,5.3,1,No Longer Needed,50.35
CUST02396,2025-07-22,2025-07,Premium,39.43,North America,Paid Ads,55+,5.3,2,1,1,1,11.3,0,Still Active,445.56
CUST02397,2024-09-28,2024-09,Basic,9.81,Latin America,Organic Search,45-54,1.4,4,1,0,0,21.057818659658345,0,Still Active,206.58
CUST02398,2025-06-15,2025-06,Basic,9.54,Latin America,Organic Search,35-44,1.0,2,0,1,1,12.5,0,Still Active,119.25
CUST02399,2024-08-11,2024-08,Standard,19.57,Latin America,Organic Search,25-34,2.8,0,2,0,0,22.6,0,Still Active,442.28
CUST02400,2025-10-22,2025-10,Basic,9.52,Asia Pacific,Organic Search,35-44,6.2,0,0,1,1,8.278580814717477,0,Still Active,78.81
CUST02401,2026-05-07,2026-05,Basic,9.72,North America,Organic Search,35-44,1.0,1,1,0,1,1.8,0,Still Active,17.5
CUST02402,2025-03-26,2025-03,Premium,39.36,Latin America,Partnership,55+,1.5,1,0,0,1,15.177398160315374,0,Still Active,597.38
CUST02403,2025-04-01,2025-04,Premium,38.11,Latin America,Partnership,25-34,1.8,4,1,0,1,14.98028909329829,0,Still Active,570.9
CUST02404,2026-04-10,2026-04,Basic,9.75,North America,Organic Search,45-54,6.5,1,0,0,1,2.6938239159001314,0,Still Active,26.26
CUST02405,2026-03-25,2026-03,Premium,39.37,North America,Organic Search,45-54,3.1,1,0,0,0,3.2,0,Still Active,125.98
CUST02406,2026-02-03,2026-02,Standard,19.04,Europe,Organic Search,18-24,0.3,0,0,1,1,4.862023653088042,0,Still Active,92.57
CUST02407,2025-08-07,2025-08,Standard,19.86,North America,Organic Search,18-24,2.6,4,0,0,1,10.775295663600525,0,Still Active,214.0
CUST02408,2026-01-27,2026-01,Basic,9.67,North America,Organic Search,35-44,2.9,0,0,1,1,5.091984231274639,0,Still Active,49.24
CUST02409,2025-12-24,2025-12,Basic,9.65,Latin America,Partnership,25-34,0.9,2,1,0,0,1.9,1,Not Enough Content Use,18.34
CUST02410,2025-02-23,2025-02,Standard,19.11,Latin America,Organic Search,35-44,1.2,5,1,1,1,16.1957950065703,0,Still Active,309.5
CUST02411,2025-10-12,2025-10,Premium,39.96,North America,Organic Search,18-24,2.4,5,1,1,1,8.6,0,Still Active,343.66
CUST02412,2026-04-13,2026-04,Standard,19.57,Europe,Organic Search,25-34,2.5,2,0,0,1,2.59526938239159,0,Still Active,50.79
CUST02413,2025-05-28,2025-05,Basic,9.78,Asia Pacific,Partnership,18-24,1.4,1,0,1,0,13.1,0,Still Active,128.12
CUST02414,2024-10-31,2024-10,Basic,9.8,Europe,Partnership,25-34,1.1,3,0,1,1,19.97371879106439,0,Still Active,195.74
CUST02415,2025-10-15,2025-10,Premium,38.82,North America,Referral,18-24,0.8,1,1,1,0,8.5,0,Still Active,329.97
CUST02416,2024-10-25,2024-10,Basic,9.68,Asia Pacific,Paid Ads,55+,3.0,1,2,0,0,20.17082785808147,0,Still Active,195.25
CUST02417,2024-12-27,2024-12,Standard,19.54,Asia Pacific,Organic Search,25-34,3.0,1,0,1,0,18.1,0,Still Active,353.67
CUST02418,2026-03-23,2026-03,Basic,9.57,Latin America,Organic Search,55+,0.2,2,0,0,1,3.2851511169513796,0,Still Active,31.44
CUST02419,2025-07-08,2025-07,Basic,9.78,North America,Paid Ads,55+,3.4,0,0,1,0,11.76084099868594,0,Still Active,115.02
CUST02420,2025-06-17,2025-06,Standard,19.49,North America,Social Media,55+,2.0,1,0,1,1,12.450722733245728,0,Still Active,242.66
CUST02421,2025-11-23,2025-11,Standard,19.14,Latin America,Organic Search,25-34,1.4,0,1,1,1,7.2,0,Still Active,137.81
CUST02422,2025-05-08,2025-05,Basic,9.88,North America,Paid Ads,45-54,3.2,0,0,0,1,13.764783180026281,0,Still Active,136.0
CUST02423,2026-02-28,2026-02,Basic,9.53,Asia Pacific,Referral,25-34,0.9,2,0,1,1,4.0,0,Still Active,38.12
CUST02424,2025-05-06,2025-05,Premium,38.47,North America,Organic Search,18-24,0.2,3,0,1,1,13.8,0,Still Active,530.89
CUST02425,2025-11-13,2025-11,Basic,9.57,North America,Referral,45-54,2.4,2,1,0,1,2.6,1,Poor Customer Support,24.88
CUST02426,2024-08-11,2024-08,Standard,19.45,Europe,Paid Ads,18-24,3.5,3,1,0,1,1.1,1,Poor Customer Support,21.4
CUST02427,2026-04-30,2026-04,Premium,39.41,North America,Organic Search,55+,4.1,0,0,0,1,2.0,0,Still Active,78.82
CUST02428,2025-03-04,2025-03,Basic,9.61,Latin America,Paid Ads,35-44,3.2,5,0,1,1,15.9,0,Still Active,152.8
CUST02429,2024-10-12,2024-10,Premium,38.29,North America,Partnership,25-34,1.7,1,1,0,1,20.59789750328515,0,Still Active,788.69
CUST02430,2024-07-29,2024-07,Basic,9.77,Asia Pacific,Organic Search,18-24,0.5,0,0,0,1,4.1,1,Too Expensive,40.06
CUST02431,2024-12-05,2024-12,Standard,19.66,Asia Pacific,Paid Ads,35-44,9.5,4,1,0,1,18.8,0,Still Active,369.61
CUST02432,2025-03-06,2025-03,Basic,9.97,North America,Organic Search,35-44,0.5,1,2,1,0,15.8,0,Still Active,157.53
CUST02433,2025-01-29,2025-01,Premium,39.21,Asia Pacific,Referral,35-44,1.4,3,0,1,1,17.0,0,Still Active,666.57
CUST02434,2026-01-28,2026-01,Basic,9.77,North America,Social Media,25-34,4.4,2,0,0,1,5.059132720105125,0,Still Active,49.43
CUST02435,2026-04-01,2026-04,Basic,9.73,Asia Pacific,Paid Ads,18-24,1.2,1,0,0,1,2.9894875164257555,0,Still Active,29.09
CUST02436,2025-01-22,2025-01,Premium,38.55,Europe,Organic Search,25-34,1.1,1,0,1,1,17.2,0,Still Active,663.06
CUST02437,2025-04-03,2025-04,Standard,19.94,North America,Partnership,25-34,0.4,2,0,1,1,14.9,0,Still Active,297.11
CUST02438,2024-11-11,2024-11,Standard,19.7,Europe,Referral,18-24,3.7,2,0,0,1,19.6,0,Still Active,386.12
CUST02439,2024-09-25,2024-09,Basic,9.73,Europe,Referral,18-24,6.4,1,1,0,0,21.156373193166885,0,Still Active,205.85
CUST02440,2025-02-07,2025-02,Standard,19.52,Latin America,Paid Ads,25-34,0.9,8,0,1,1,16.7,0,Still Active,325.98
CUST02441,2025-12-31,2025-12,Basic,9.97,North America,Organic Search,35-44,0.5,1,1,1,1,5.978975032851511,0,Still Active,59.61
CUST02442,2025-06-11,2025-06,Basic,9.73,Europe,Referral,35-44,2.1,8,1,1,1,12.6,0,Still Active,122.6
CUST02443,2024-12-05,2024-12,Standard,19.98,North America,Paid Ads,25-34,1.3,2,0,0,0,18.8,0,Still Active,375.62
CUST02444,2025-05-23,2025-05,Basic,9.78,Asia Pacific,Paid Ads,35-44,2.0,1,2,0,1,13.272010512483574,0,Still Active,129.8
CUST02445,2025-10-29,2025-10,Premium,39.82,North America,Organic Search,35-44,0.7,4,2,0,1,8.0,0,Still Active,318.56
CUST02446,2024-11-18,2024-11,Premium,39.44,Europe,Paid Ads,35-44,1.1,1,0,1,0,19.38239159001314,0,Still Active,764.44
CUST02447,2024-09-09,2024-09,Standard,19.1,North America,Social Media,35-44,6.5,5,0,1,1,21.681997371879106,0,Still Active,414.13
CUST02448,2024-09-20,2024-09,Premium,39.22,Europe,Partnership,25-34,0.4,4,1,1,1,21.3,0,Still Active,835.39
CUST02449,2025-03-18,2025-03,Standard,19.94,Asia Pacific,Organic Search,18-24,1.6,1,1,0,1,15.4,0,Still Active,307.08
CUST02450,2025-05-05,2025-05,Basic,9.66,Asia Pacific,Referral,25-34,1.4,3,0,1,1,13.863337713534822,0,Still Active,133.92
CUST02451,2026-04-28,2026-04,Standard,19.35,Asia Pacific,Referral,25-34,3.6,5,0,0,0,2.1,0,Still Active,40.64
CUST02452,2026-06-19,2026-06,Basic,9.55,Europe,Social Media,35-44,2.0,0,0,0,0,0.5,0,Still Active,4.78
CUST02453,2025-12-01,2025-12,Basic,9.75,Asia Pacific,Social Media,45-54,0.9,3,0,0,1,6.964520367936925,0,Still Active,67.9
CUST02454,2025-11-02,2025-11,Premium,38.59,Europe,Partnership,25-34,2.2,5,0,1,1,7.9,0,Still Active,304.86
CUST02455,2025-02-24,2025-02,Standard,19.76,Latin America,Partnership,35-44,1.3,2,1,1,1,16.16294349540079,0,Still Active,319.38
CUST02456,2025-12-01,2025-12,Premium,38.4,Europe,Organic Search,45-54,5.1,4,1,1,0,4.7,1,Too Expensive,180.48
CUST02457,2024-08-08,2024-08,Basic,9.86,Europe,Referral,25-34,2.2,1,2,1,1,22.7,0,Still Active,223.82
CUST02458,2025-07-29,2025-07,Standard,19.4,North America,Paid Ads,55+,1.0,0,0,0,0,11.070959264126149,0,Still Active,214.78
CUST02459,2026-01-10,2026-01,Basic,9.96,Europe,Organic Search,18-24,0.6,1,1,0,1,5.650459921156373,0,Still Active,56.28
CUST02460,2024-08-29,2024-08,Standard,19.56,North America,Organic Search,55+,2.8,5,0,0,1,22.0,0,Still Active,430.32
CUST02461,2026-01-19,2026-01,Standard,19.88,Asia Pacific,Organic Search,25-34,1.7,2,1,0,0,5.354796320630749,0,Still Active,106.45
CUST02462,2025-03-24,2025-03,Standard,19.25,Europe,Social Media,25-34,3.5,5,1,1,1,15.2,0,Still Active,292.6
CUST02463,2025-02-20,2025-02,Basic,9.96,Latin America,Paid Ads,35-44,0.3,2,0,0,1,6.6,1,Too Expensive,65.74
CUST02464,2024-08-01,2024-08,Basic,9.6,North America,Social Media,55+,1.8,4,1,1,0,22.963206307490143,0,Still Active,220.45
CUST02465,2025-06-02,2025-06,Basic,9.96,North America,Referral,25-34,0.6,2,1,0,1,12.9,0,Still Active,128.48
CUST02466,2024-07-29,2024-07,Standard,19.87,Asia Pacific,Referral,45-54,1.6,3,1,1,1,23.061760840998684,0,Still Active,458.24
CUST02467,2025-08-28,2025-08,Premium,38.39,North America,Organic Search,35-44,0.5,2,1,0,0,10.085413929040735,0,Still Active,387.18
CUST02468,2025-12-31,2025-12,Basic,9.82,Europe,Paid Ads,25-34,1.5,1,1,1,0,5.978975032851511,0,Still Active,58.71
CUST02469,2024-10-11,2024-10,Standard,19.36,Asia Pacific,Paid Ads,25-34,3.7,1,1,1,1,20.6,0,Still Active,398.82
CUST02470,2025-02-07,2025-02,Premium,38.79,Europe,Organic Search,25-34,4.4,1,1,0,1,16.7,0,Still Active,647.79
CUST02471,2024-07-24,2024-07,Standard,19.03,North America,Social Media,25-34,1.6,3,1,0,1,23.2,0,Still Active,441.5
CUST02472,2025-01-02,2025-01,Standard,19.82,Asia Pacific,Referral,45-54,5.3,4,2,1,1,17.9,0,Still Active,354.78
CUST02473,2024-12-15,2024-12,Premium,38.51,North America,Organic Search,55+,1.0,4,0,0,0,18.495400788436267,0,Still Active,712.26
CUST02474,2024-10-16,2024-10,Basic,9.87,Asia Pacific,Social Media,35-44,0.6,2,0,1,1,20.466491458607095,0,Still Active,202.0
CUST02475,2024-11-15,2024-11,Basic,9.78,North America,Organic Search,55+,5.9,3,0,1,1,19.48094612352168,0,Still Active,190.52
CUST02476,2025-11-17,2025-11,Basic,9.98,Europe,Paid Ads,18-24,3.7,4,0,0,0,7.4,0,Still Active,73.85
CUST02477,2025-04-22,2025-04,Premium,38.39,North America,Referral,18-24,1.5,2,0,1,1,14.290407358738502,0,Still Active,548.61
CUST02478,2025-05-06,2025-05,Premium,38.63,Asia Pacific,Organic Search,45-54,1.5,2,1,0,1,13.8,0,Still Active,533.09
CUST02479,2024-12-25,2024-12,Standard,19.16,North America,Referral,45-54,3.8,2,1,1,1,18.166885676741128,0,Still Active,348.08
CUST02480,2026-06-11,2026-06,Basic,9.91,Asia Pacific,Referral,18-24,1.4,1,1,1,0,0.657030223390276,0,Still Active,6.51
CUST02481,2024-12-25,2024-12,Basic,9.66,Europe,Referral,25-34,1.2,2,1,1,1,18.166885676741128,0,Still Active,175.49
CUST02482,2025-05-31,2025-05,Basic,9.59,North America,Organic Search,45-54,2.8,3,0,0,0,13.0,0,Still Active,124.67
CUST02483,2024-10-15,2024-10,Basic,9.79,Asia Pacific,Organic Search,18-24,1.2,2,1,0,1,20.49934296977661,0,Still Active,200.69
CUST02484,2026-03-19,2026-03,Standard,19.37,Europe,Organic Search,25-34,6.6,1,1,0,1,3.4,0,Still Active,65.86
CUST02485,2025-12-22,2025-12,Premium,39.61,North America,Partnership,35-44,2.1,3,0,0,1,6.274638633377135,0,Still Active,248.54
CUST02486,2026-06-15,2026-06,Premium,39.52,North America,Organic Search,55+,1.4,2,2,0,1,0.5,0,Still Active,19.76
CUST02487,2026-03-04,2026-03,Standard,19.11,Europe,Paid Ads,45-54,0.5,2,0,1,1,3.9,0,Still Active,74.53
CUST02488,2025-06-04,2025-06,Basic,9.92,North America,Social Media,45-54,2.4,1,1,1,1,12.877792378449408,0,Still Active,127.75
CUST02489,2025-05-03,2025-05,Basic,9.98,North America,Social Media,25-34,2.0,4,0,1,0,13.9,0,Still Active,138.72
CUST02490,2026-02-23,2026-02,Basic,9.87,North America,Social Media,35-44,2.5,2,2,0,0,4.2,0,Still Active,41.45
CUST02491,2026-02-22,2026-02,Standard,19.81,Europe,Partnership,18-24,4.7,6,0,1,0,4.2,0,Still Active,83.2
CUST02492,2024-12-07,2024-12,Premium,39.82,Europe,Paid Ads,55+,2.6,2,0,0,0,18.758212877792378,0,Still Active,746.95
CUST02493,2024-12-19,2024-12,Basic,9.88,North America,Paid Ads,25-34,1.5,4,0,0,1,18.363994743758212,0,Still Active,181.44
CUST02494,2026-06-03,2026-06,Basic,9.78,Latin America,Organic Search,35-44,0.1,5,0,0,1,0.9,0,Still Active,8.8
CUST02495,2026-03-27,2026-03,Basic,9.52,Asia Pacific,Organic Search,45-54,6.1,0,0,1,0,1.0,1,Too Expensive,9.52
CUST02496,2026-06-22,2026-06,Basic,9.73,North America,Referral,18-24,3.7,3,0,1,1,0.5,0,Still Active,4.86
CUST02497,2025-11-02,2025-11,Standard,19.77,North America,Organic Search,55+,3.1,3,0,0,1,7.9,0,Still Active,156.18
CUST02498,2025-11-12,2025-11,Basic,9.62,Latin America,Referral,25-34,1.9,3,1,0,0,7.588699080157687,0,Still Active,73.0
CUST02499,2025-09-21,2025-09,Standard,19.64,Europe,Organic Search,25-34,2.0,2,0,0,1,9.296977660972404,0,Still Active,182.59
CUST02500,2024-07-17,2024-07,Premium,38.62,North America,Organic Search,18-24,1.0,1,0,1,0,23.45597897503285,0,Still Active,905.87
CUST02501,2024-07-06,2024-07,Standard,19.85,Europe,Referral,45-54,2.1,5,0,0,1,23.8,0,Still Active,472.43
CUST02502,2025-12-14,2025-12,Basic,9.67,Asia Pacific,Organic Search,45-54,2.0,0,0,1,1,6.5,0,Still Active,62.86
CUST02503,2026-04-14,2026-04,Basic,9.51,North America,Referral,18-24,2.7,2,0,1,1,2.562417871222076,0,Still Active,24.37
CUST02504,2026-01-10,2026-01,Standard,19.57,Asia Pacific,Partnership,18-24,2.7,3,0,0,1,5.650459921156373,0,Still Active,110.58
CUST02505,2025-03-22,2025-03,Basic,9.51,Asia Pacific,Social Media,55+,1.1,2,1,0,0,9.4,1,Found Alternative,89.39
CUST02506,2024-11-28,2024-11,Basic,9.6,Europe,Paid Ads,18-24,1.4,2,1,0,0,19.053876478318003,0,Still Active,182.92
CUST02507,2025-05-12,2025-05,Standard,19.49,Asia Pacific,Partnership,35-44,2.3,0,0,1,1,13.6,0,Still Active,265.06
CUST02508,2025-04-09,2025-04,Standard,19.78,North America,Organic Search,35-44,4.7,1,1,0,0,14.7,0,Still Active,290.77
CUST02509,2026-04-06,2026-04,Standard,19.31,Europe,Referral,45-54,0.3,2,2,0,1,2.8,0,Still Active,54.07
CUST02510,2026-03-23,2026-03,Basic,9.64,Europe,Organic Search,35-44,3.1,1,1,0,1,3.2851511169513796,0,Still Active,31.67
CUST02511,2026-06-24,2026-06,Premium,38.22,Europe,Organic Search,25-34,2.8,3,1,0,1,0.5,0,Still Active,19.11
CUST02512,2025-12-14,2025-12,Basic,9.78,North America,Partnership,55+,3.8,2,2,1,1,6.5,0,Still Active,63.57
CUST02513,2025-02-12,2025-02,Basic,9.76,North America,Paid Ads,25-34,2.2,3,1,0,1,16.557161629434955,0,Still Active,161.6
CUST02514,2026-04-06,2026-04,Standard,19.0,North America,Social Media,25-34,1.2,2,0,0,1,2.8,0,Still Active,53.2
CUST02515,2026-05-20,2026-05,Standard,19.69,North America,Paid Ads,18-24,1.6,2,0,1,1,1.3797634691195795,0,Still Active,27.17
CUST02516,2025-06-12,2025-06,Premium,38.91,North America,Social Media,55+,2.3,3,0,0,1,12.6,0,Still Active,490.27
CUST02517,2024-10-19,2024-10,Standard,19.28,Asia Pacific,Partnership,35-44,0.4,1,0,1,1,20.367936925098554,0,Still Active,392.69
CUST02518,2025-04-23,2025-04,Premium,39.41,North America,Paid Ads,18-24,2.7,6,0,0,1,14.257555847568987,0,Still Active,561.89
CUST02519,2025-05-20,2025-05,Premium,39.61,Europe,Referral,35-44,2.4,2,0,1,1,13.370565045992116,0,Still Active,529.61
CUST02520,2025-03-06,2025-03,Standard,19.59,North America,Referral,25-34,3.0,2,1,0,1,15.8,0,Still Active,309.52
CUST02521,2024-09-06,2024-09,Standard,19.08,North America,Partnership,55+,1.6,1,2,0,1,21.780551905387647,0,Still Active,415.57
CUST02522,2026-06-15,2026-06,Standard,19.9,North America,Organic Search,25-34,6.1,3,1,1,1,0.5,0,Still Active,9.95
CUST02523,2024-09-25,2024-09,Premium,38.03,North America,Referral,35-44,2.8,1,0,0,1,21.156373193166885,0,Still Active,804.58
CUST02524,2026-02-04,2026-02,Standard,19.2,Europe,Paid Ads,35-44,3.3,4,0,0,0,4.8,0,Still Active,92.16
CUST02525,2025-09-28,2025-09,Basic,9.62,North America,Organic Search,18-24,1.9,2,1,0,0,1.4,1,Too Expensive,13.47
CUST02526,2025-11-12,2025-11,Standard,19.36,Latin America,Organic Search,45-54,1.7,2,2,0,1,7.588699080157687,0,Still Active,146.92
CUST02527,2025-07-01,2025-07,Basic,9.67,Latin America,Referral,18-24,4.7,7,0,1,1,11.990801576872535,0,Still Active,115.95
CUST02528,2025-11-16,2025-11,Basic,9.94,Europe,Social Media,35-44,3.8,4,0,1,0,7.457293035479632,0,Still Active,74.13
CUST02529,2024-09-19,2024-09,Basic,9.89,Asia Pacific,Paid Ads,45-54,1.4,1,0,1,0,21.353482260183966,0,Still Active,211.19
CUST02530,2025-04-22,2025-04,Standard,19.19,North America,Referral,35-44,0.9,3,0,0,0,14.290407358738502,0,Still Active,274.23
CUST02531,2025-05-29,2025-05,Premium,39.9,Europe,Referral,18-24,3.2,2,1,1,0,13.074901445466491,0,Still Active,521.69
CUST02532,2025-12-03,2025-12,Basic,9.67,Asia Pacific,Paid Ads,55+,2.3,2,1,1,0,6.898817345597897,0,Still Active,66.71
CUST02533,2025-06-06,2025-06,Basic,9.6,North America,Partnership,25-34,5.1,1,1,0,1,12.8,0,Still Active,122.88
CUST02534,2025-02-18,2025-02,Basic,9.96,North America,Paid Ads,35-44,0.4,1,1,0,1,16.36005256241787,0,Still Active,162.95
CUST02535,2025-01-08,2025-01,Standard,19.56,North America,Organic Search,45-54,0.2,2,1,1,0,14.2,1,Not Enough Content Use,277.75
CUST02536,2024-12-16,2024-12,Basic,9.79,Europe,Organic Search,55+,1.6,3,0,0,1,18.462549277266753,0,Still Active,180.75
CUST02537,2025-02-26,2025-02,Basic,9.82,Europe,Social Media,35-44,4.6,3,0,1,1,16.09724047306176,0,Still Active,158.07
